Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Discount
73,2022-06-16,67,3,3,0.16596326773386877
74,2023-06-23,42,36,2,0.13110489720239651
75,2023-11-16,19,17,1,0.057022726053299215
76,2024-07-28,10,30,2,0.11080157359213505
77,2024-05-07,78,36,1,0.1475228355430069
78,2024-02-14,16,23,2,0.07921888693266453
79,2024-05-25,37,7,1,0.14209135354630145
80,2022-03-04,65,40,2,0.01171106006793965
81,2023-11-21,19,22,2,0.14421047741709306
82,2022-09-05,93,44,3,0.10062171229954489
83,2023-03-01,62,21,2,0.11817486895034822
84,2023-10-26,85,33,1,0.002731359421453661
85,2024-06-03,68,14,3,0.06670566752172745
86,2022-01-01,29,23,3,0.079900429616548
87,2022-05-01,78,15,2,0.0811024769979867
88,2022-04-13,10,37,3,0.05666049290742821
89,2023-12-19,100,26,1,0.10905724912992305
90,2022-04-23,31,10,1,0.06436510718655422
91,2024-04-04,75,15,2,0.10473412011488975
92,2022-05-04,69,47,2,0.0979122667823364
93,2023-09-02,9,25,2,0.15390155569406452
94,2022-12-24,85,18,3,0.11287328195274549
95,2022-05-13,66,42,3,0.13858050707626077
96,2023-10-11,28,40,2,0.15668368122596724
97,2023-11-23,48,15,3,0.12936524843311092
98,2022-11-02,24,2,3,0.13393147186548005
99,2023-12-03,18,35,1,0.18926557340795908
100,2024-08-03,83,31,1,0.0032190498779120394
101,2022-11-10,47,17,3,0.15260714527926877
102,2023-10-31,45,50,3,0.010361642648257764
103,2024-07-01,46,24,2,0.14957307612269244
104,2023-05-23,41,1,3,0.03383516090377503
105,2022-05-03,28,6,2,0.13879838524999308
106,2024-09-01,36,32,3,0.03647281658692449
107,2022-11-16,56,28,1,0.1415862457983567
108,2024-06-09,83,20,1,0.09041896005545456
109,2024-04-05,31,35,3,0.1746530343069653
110,2022-07-15,25,31,1,0.15707307115097546
111,2024-08-26,52,41,2,0.02565029471427114
112,2022-06-18,35,5,3,0.12849881196866628
113,2022-10-17,99,50,1,0.040607465923385204
114,2022-06-22,34,26,2,0.010356933023279181
115,2023-08-01,75,6,2,0.06728736547032113
116,2024-04-09,63,27,3,0.10474188133382588
117,2022-04-08,37,23,2,0.12839275658741564
118,2023-09-27,16,5,2,0.1293197628244821
119,2023-11-06,72,16,1,0.11860704081355403
120,2022-04-26,70,32,1,0.14751771976192166
121,2024-06-10,17,38,1,0.16396100558535825
122,2023-04-18,95,24,1,0.09499641186261097
123,2024-08-25,39,28,2,0.020704062409531755
124,2022-03-24,65,38,2,0.02611062108010145
125,2022-10-08,10,40,2,0.1722104304778436
126,2022-09-09,64,43,3,0.1247528889244117
127,2022-06-01,3,28,1,0.06374383756235476
128,2023-07-25,53,39,3,0.14668831912137045
129,2023-09-19,17,11,2,0.019603726505354538
130,2022-12-26,82,28,3,0.10652570065146749
131,2022-01-31,67,44,3,0.022533559324319465
132,2024-08-31,82,8,1,0.14240514413869865
133,2024-07-29,18,13,2,0.12017880370268695
134,2024-03-10,77,45,3,0.0010020762591383958
135,2023-09-08,42,11,2,0.1352156450354518
136,2024-08-28,42,30,1,0.03518452730928667
137,2023-07-11,32,16,1,0.022946192475134342
138,2023-12-24,88,18,3,0.1421552326501195
139,2024-04-15,80,22,2,0.1710176225459381
140,2023-04-03,60,30,1,0.030143386088309045
141,2024-01-10,51,12,2,0.1249187092397402
142,2024-03-01,81,39,1,0.02971804741090276
143,2023-07-21,29,15,2,0.19967779206596345
144,2023-09-20,14,2,2,0.008734025347167496
145,2023-07-18,55,14,1,0.023420794165847858
146,2023-02-09,27,6,1,0.13863015540308019
147,2023-04-15,40,16,2,0.14714304188730354
148,2023-12-30,35,7,1,0.16131523220603514
149,2022-02-09,76,2,1,0.09426216637524408
150,2022-02-21,54,28,2,0.1422363696064604
151,2024-08-27,43,23,2,0.15903278133966942
152,2023-11-08,17,25,1,0.011635565406943639
153,2024-06-28,39,24,3,0.03174007649426989
154,2023-02-16,79,37,2,0.11078292951199481
155,2023-10-19,66,21,1,0.018058608707350498
156,2023-04-25,70,38,2,0.10940829461879209
157,2024-02-09,46,41,3,0.005424677512449261
158,2023-12-17,80,8,3,0.08186351334747351
159,2022-07-16,90,8,1,0.18891797487925832
160,2024-06-28,54,26,3,0.04004972042474633
161,2023-03-05,86,13,3,0.10357415119621034
162,2024-09-19,1,46,1,0.1026354840795428
163,2024-03-04,95,21,1,0.1477622365491523
164,2023-12-14,38,12,1,0.014285857348402221
165,2024-04-10,38,45,3,0.09276020599406097
166,2023-07-12,5,47,1,0.05264048352911974
167,2023-11-01,17,32,1,0.14067166956801785
168,2023-07-24,68,9,1,0.11278459416757625
169,2023-01-07,99,21,1,0.1925934259712263
170,2023-10-29,22,38,1,0.0782647036287879
171,2023-05-18,52,24,2,0.033675322801300436
172,2022-03-02,15,1,2,0.06104925892211095
173,2022-09-16,52,2,1,0.1040186144901265
174,2024-08-02,58,45,3,0.17297382836432618
175,2022-12-17,38,14,2,0.11579253226821767
176,2022-08-01,7,47,1,0.11036012848810761
177,2023-05-30,16,11,3,0.012188718159603297
178,2022-07-01,3,20,3,0.13691350618404105
179,2022-08-31,11,46,1,0.049749259041930644
180,2023-10-16,5,10,1,0.037779390135248204
181,2024-07-26,19,26,3,0.11351181629206511
182,2024-07-08,48,36,3,0.1629405572662376
183,2022-05-11,43,35,2,0.12981969613461716
184,2022-11-20,81,6,1,0.14528017721077516
185,2022-02-08,39,9,2,0.09552511529371797
186,2024-02-10,100,42,3,0.05795360469751412
187,2022-03-08,43,20,1,0.029367256262709487
188,2023-03-02,34,38,3,0.18782651450930232
189,2022-02-17,19,12,2,0.13805168312614569
190,2024-06-17,1,25,2,0.11935508950949641
191,2022-01-04,97,47,1,0.013818489010251978
192,2023-08-19,13,14,1,0.07440315071652728
193,2023-07-30,13,26,3,0.1675278134399516
194,2023-09-22,10,27,2,0.030375836423343475
195,2024-03-25,47,19,1,0.08208433749583673
196,2023-02-14,81,15,2,0.08387000841896514
197,2022-09-07,3,5,1,0.01387930071170811
198,2022-04-14,78,39,3,0.0701479832995141
199,2023-10-30,92,44,2,0.14409631461500305
200,2024-01-22,63,39,1,0.05309690345856138
201,2023-12-31,52,9,2,0.0021361973768729615
202,2022-01-03,16,40,2,0.125153945756427
203,2023-02-22,66,33,3,0.14227967837532296
204,2024-05-05,97,16,1,0.04854604627196035
205,2023-12-09,94,19,2,0.126839041740333
206,2022-05-22,48,38,3,0.058488974733929694
207,2024-06-10,34,25,3,0.10683281662631804
208,2023-04-06,87,22,1,0.05112161085734064
209,2023-03-06,9,42,2,0.14465732970405043
210,2022-01-07,10,30,2,0.01347143235038899
211,2024-06-05,49,33,2,0.05483219789362701
212,2022-03-10,62,10,2,0.14980172650167556
213,2023-10-11,18,10,3,0.12801545277969822
214,2022-12-23,32,27,1,0.18166653572594207
215,2022-04-12,73,11,1,0.17316756050302992
216,2022-05-16,42,23,3,0.17362252336826806
217,2024-06-08,4,33,2,0.0346805326139755
218,2022-07-03,20,43,1,0.06552287910719146
219,2023-07-12,40,28,2,0.1673158874616088
220,2024-08-24,20,33,3,0.007672736162311167
221,2024-07-27,57,39,2,0.049341927210791385
222,2022-10-28,26,8,2,0.1270014381236972
223,2023-10-30,82,41,2,0.04992428347177298
224,2023-07-09,15,45,1,0.010675217080447098
225,2023-05-30,37,6,3,0.07414788239381986
226,2024-04-11,17,32,1,0.07358072632979376
227,2023-12-29,30,6,3,0.08475669761373497
228,2022-01-19,40,50,3,0.01166919874478527
229,2023-04-08,77,21,3,0.08184419571463655
230,2024-02-17,84,15,3,0.06894082970679487
231,2024-03-07,27,16,1,0.17850497916323727
232,2024-01-31,78,12,1,0.12268389490131637
233,2023-11-16,1,15,1,0.029862385603602038
234,2023-01-09,4,26,3,0.12101866335834661
235,2022-04-10,35,12,1,0.0919965251989712
236,2023-12-03,97,39,1,0.03859456017229373
237,2022-06-17,30,10,3,0.1736686802788595
238,2023-12-31,87,46,1,0.03654123983211084
239,2023-02-10,23,26,3,0.1741624397875926
240,2022-03-05,53,17,3,0.1834643742763824
241,2023-02-11,53,7,1,0.17872454617871103
242,2023-08-26,14,2,3,0.03606070895335158
243,2022-05-08,21,50,2,0.18267412422750884
244,2022-08-01,23,37,1,0.14928079248807286
245,2022-07-09,24,10,2,0.0776898079925224
246,2022-03-14,49,29,2,0.120115794301521
247,2024-01-14,96,2,3,0.16190559153253656
248,2024-08-20,67,6,1,0.15162725144466271
249,2024-09-17,93,50,3,0.11933020679422796
250,2024-08-10,12,7,2,0.1617846328785636
251,2023-05-22,39,35,3,0.0038743260209362696
252,2022-09-14,31,4,1,0.035497172880769305
253,2022-10-31,76,31,2,0.09403631731935216
254,2024-01-27,18,38,1,0.19810450740914898
255,2022-11-01,96,42,3,0.038435007885445675
256,2024-02-28,18,44,1,0.0736702904177794
257,2022-06-10,37,36,2,0.14719357813077621
258,2023-08-22,4,29,3,0.0631000752202026
259,2022-07-16,36,37,2,0.18230316735973273
260,2024-08-03,70,14,3,0.16624792791926624
261,2023-12-31,2,31,3,0.059505693293302624
262,2022-12-19,5,48,1,0.10985363112887832
263,2024-09-15,9,6,3,0.1984996604602132
264,2024-05-23,36,27,2,0.004067573746183295
265,2023-10-23,56,32,2,0.060870271112937885
266,2023-02-19,75,9,1,0.0002629757763660035
267,2022-01-24,17,41,3,0.0587027246089213
268,2023-09-05,19,33,1,0.1353923607176424
269,2023-09-23,66,33,2,0.13816542997136666
270,2022-02-15,40,6,1,0.15825124733332835
271,2023-04-18,80,2,1,0.07343312844825467
272,2023-11-05,46,1,3,0.038737971596822574
273,2024-01-17,29,13,2,0.023191998269609406
274,2024-07-29,16,8,2,0.015479823810989913
275,2022-01-06,11,47,2,0.07368603763312793
276,2024-07-31,32,18,1,0.01662855888261383
277,2023-03-01,90,8,3,0.13364982913794474
278,2022-06-26,90,37,3,0.003534937742608624
279,2023-01-05,62,1,2,0.12006617945607626
280,2024-02-14,6,47,2,0.0779261559210323
281,2023-11-03,37,12,2,0.01002154501903756
282,2023-09-11,56,9,3,0.10165935993723703
283,2023-01-04,46,14,3,0.03320296969392285
284,2022-09-07,100,8,2,0.027147356475620655
285,2023-07-19,22,16,3,0.15582362666985672
286,2022-05-26,14,28,2,0.053203368468478354
287,2023-07-03,57,1,1,0.11351038295991259
288,2023-09-09,21,43,3,0.02152770817783105
289,2024-01-29,8,24,2,0.17797839651696573
290,2024-04-20,14,48,2,0.17289548725562215
291,2024-07-14,26,1,2,0.00271124282525812
292,2024-01-19,28,7,3,0.029668704634758725
293,2022-05-31,75,45,2,0.008927448642583614
294,2023-11-21,33,39,1,0.035154765670389866
295,2024-02-01,37,34,2,0.09704637395123493
296,2022-12-31,49,13,3,0.026871831625498735
297,2024-09-04,10,2,3,0.19679928136385105
298,2023-10-12,10,6,3,0.016175339595542227
299,2024-02-22,3,26,1,0.1787936891146856
300,2023-09-12,64,25,1,0.16869515262085527
301,2024-07-31,18,41,2,0.10012973123732796
302,2022-04-11,10,7,3,0.013209459739580832
303,2022-01-23,36,1,1,0.05740627232802256
304,2023-06-21,14,12,3,0.1381996305175506
305,2022-03-26,75,47,3,0.07759849355034598
306,2022-11-22,86,25,1,0.13264614176536924
307,2022-05-03,45,43,1,0.025699017232543333
308,2023-09-03,27,21,2,0.012778029621629196
309,2022-05-28,49,12,1,0.10321827431450069
310,2024-05-27,7,6,2,0.15046254758470834
311,2023-05-27,42,29,1,0.15789788119458525
312,2024-02-14,79,25,3,0.1871407193336201
313,2022-02-22,39,34,3,0.13063815195034742
314,2024-05-06,90,32,1,0.05841146716415009
315,2024-03-23,70,11,2,0.13103927916330305
316,2023-08-23,1,4,1,0.18525306951490828
317,2024-07-13,31,5,1,0.18429279424278694
318,2024-09-22,72,23,2,0.08765148865275141
319,2022-08-29,71,32,3,0.14504413424327664
320,2022-08-14,43,14,1,0.04790216817127613
321,2023-08-31,89,28,2,0.13019412598058533
322,2024-05-21,88,39,2,0.1611696531791329
323,2022-01-08,76,48,2,0.14017389581472883
324,2022-01-31,5,5,2,0.036658071683030216
325,2024-07-28,12,46,1,0.13058853143991947
326,2024-08-19,100,11,3,0.17975849176844394
327,2022-08-26,68,1,2,0.011307838068877718
328,2023-09-30,78,20,2,0.03844515240485178
329,2023-05-14,99,5,1,0.09282593146108074
330,2023-08-15,86,21,1,0.17944979259651467
331,2024-01-09,31,15,1,0.022548064464459873
332,2024-08-10,56,50,3,0.0219851496725743
333,2023-05-17,65,15,2,0.013478645490935005
334,2022-10-21,53,49,1,0.19156320190037518
335,2023-05-07,57,47,1,0.0036864826261968856
336,2023-04-03,49,13,2,0.05668443823082674
337,2024-03-30,89,28,2,0.11148804351492772
338,2024-06-30,71,7,2,0.07507225847115664
339,2022-08-24,22,31,2,0.01988304200492057
340,2024-09-06,76,23,3,0.17867999782028132
341,2022-07-29,76,15,1,0.02674532667103138
342,2024-07-31,97,8,1,0.046364471213512
343,2024-09-20,36,48,1,0.14259821055906435
344,2022-01-07,87,23,1,0.06899959042010664
345,2023-05-28,67,36,3,0.055687457349005
346,2024-02-06,9,32,1,0.020375861855952415
347,2024-09-03,9,7,1,0.13374271393944878
348,2022-04-04,56,19,3,0.16665265479363442
349,2022-02-07,95,20,1,0.009112942883189845
350,2022-05-14,40,23,2,0.0811537642078914
351,2023-01-22,40,3,2,0.0899021886324468
352,2023-08-18,95,35,2,0.11721938063538724
353,2024-09-16,26,26,1,0.04220476789359587
354,2022-09-26,8,13,2,0.05221244426390779
355,2024-01-16,16,47,2,0.07980469153338197
356,2023-05-08,27,24,1,0.0734253091894056
357,2022-07-25,26,40,3,0.07582817276521939
358,2022-11-13,79,10,1,0.08176022249874913
359,2024-07-24,38,29,1,0.13808388390007828
360,2022-05-02,85,3,2,0.114304582586716
361,2023-12-19,95,7,1,0.0477726776994982
362,2022-12-15,23,1,1,0.04364735590479969
363,2022-03-06,87,40,1,0.10350380355533162
364,2023-07-23,89,34,1,0.06261253375098699
365,2023-10-13,34,48,1,0.125741709164063
366,2022-10-01,8,25,3,0.004791376239567269
367,2023-04-05,22,38,3,0.1077058744475708
368,2022-05-22,71,15,3,0.06741354338954116
369,2022-09-03,100,3,1,0.020351440255361578
370,2023-02-18,58,20,3,0.035653796497198575
371,2023-06-26,9,16,2,0.10119149518456377
372,2024-03-22,48,46,2,0.17994028335899498
373,2022-02-07,33,27,3,0.11317440377772761
374,2023-03-28,44,22,3,0.0738443667209951
375,2022-09-08,9,34,2,0.19165081527274205
376,2022-04-08,53,12,3,0.11810187547713075
377,2023-05-28,20,49,3,0.12443745247061007
378,2022-07-07,84,12,1,0.10442488245180735
379,2023-09-30,36,21,1,0.04591368840822066
380,2023-06-11,66,7,1,0.1686931586350665
381,2023-06-01,64,13,2,0.11991077366523756
382,2024-02-09,34,47,1,0.16342261574333947
383,2022-08-15,32,7,3,0.0815548487903463
384,2022-06-09,64,44,2,0.07957832177736734
385,2024-04-17,56,8,1,0.13820660090003264
386,2022-09-23,41,41,1,0.0002258664742318839
387,2023-04-24,91,44,3,0.12920879272137503
388,2022-01-20,50,3,2,0.06583502310741607
389,2023-05-18,5,11,2,0.15378641707996865
390,2024-08-17,77,29,2,0.19207775727238233
391,2022-12-02,71,17,3,0.009056707959774557
392,2023-08-04,10,35,2,0.07167834355626423
393,2023-02-14,51,3,2,0.032555530032241674
394,2024-05-22,25,47,1,0.0790164067712871
395,2024-04-13,28,47,3,0.17610347349387895
396,2022-03-20,16,3,2,0.04784487882888875
397,2023-09-06,39,14,2,0.11289377088013519
398,2024-06-16,66,36,2,0.09695120399244624
399,2023-06-14,6,38,3,0.1233390843419743
400,2022-09-28,38,27,2,0.09383420759297874
401,2024-06-13,36,33,2,0.03802486440233428
402,2022-10-03,19,21,2,0.011411602724226567
403,2022-01-30,88,14,3,0.07004439796633247
404,2023-05-28,89,27,2,0.07139718084169096
405,2022-01-07,47,30,3,0.1312843167641221
406,2023-09-28,92,25,1,0.19853841889506452
407,2022-04-14,49,33,3,0.12517146996676426
408,2024-01-07,71,44,3,0.11999978164272172
409,2024-06-11,5,17,1,0.08042132404346443
410,2022-05-16,82,49,3,0.055875505509696805
411,2022-04-27,59,48,3,0.11943344936149525
412,2022-09-08,33,49,3,0.1893364759108217
413,2022-01-11,13,24,3,0.0040312070268745835
414,2023-03-26,75,9,1,0.04988488568750829
415,2024-02-11,48,13,2,0.07036462305772513
416,2023-01-02,74,14,1,0.10438855570675415
417,2023-03-19,46,20,1,0.13461918935547937
418,2023-11-17,61,45,1,0.13560797445521752
419,2023-08-27,38,40,3,0.1904072194655078
420,2022-05-20,87,20,3,0.1184727623559228
421,2024-05-06,34,14,2,0.18826287196303293
422,2022-01-01,6,16,1,0.003929973947548149
423,2023-03-25,10,45,2,0.12948339328321176
424,2024-08-10,91,21,3,0.17733870277921954
425,2022-03-02,83,6,2,0.004501613674696237
426,2023-07-18,10,8,1,0.03152101965047347
427,2024-06-25,72,31,3,0.1672715252561796
428,2024-01-14,65,36,3,0.09007977431064812
429,2023-10-23,8,50,2,0.18344521082300047
430,2023-10-04,67,37,3,0.008067087207008173
431,2023-01-24,59,40,1,0.19853392863091168
432,2023-05-23,60,31,3,0.19417129369605957
433,2024-05-07,97,47,3,0.1848979120710636
434,2022-01-22,68,30,2,0.13510924982440856
435,2024-09-22,82,2,1,0.06476782880674346
436,2024-08-04,94,38,2,0.015716429069501416
437,2023-01-24,80,34,3,0.14058445767558828
438,2022-07-06,91,38,1,0.006424954024856322
439,2022-02-06,50,32,3,0.039310427106902315
440,2022-06-27,81,11,3,0.0902570775667283
441,2023-12-12,57,18,3,0.19318253606555927
442,2023-12-04,72,19,3,0.06027378347235468
443,2022-03-24,21,22,1,0.17798822316475196
444,2024-08-25,91,42,3,0.0946198456038137
445,2023-03-30,40,17,2,0.0613366376191915
446,2023-05-28,34,21,1,0.0428027335942212
447,2022-02-24,48,15,3,0.017854801168694447
448,2023-06-10,46,47,3,0.13350542143930233
449,2022-03-26,66,50,2,0.04390898865717259
450,2022-08-07,96,45,3,0.09636186773196559
451,2022-04-20,81,14,2,0.13969960848540447
452,2022-04-25,54,27,1,0.0915843513636041
453,2023-08-08,49,17,1,0.1701992150294448
454,2022-07-27,94,3,2,0.10579204705569215
455,2024-01-15,90,18,2,0.08952018268216827
456,2023-11-16,82,38,2,0.038468589278231026
457,2022-12-12,1,9,3,0.13941939793492872
458,2024-06-14,55,28,3,0.09478633806707003
459,2022-09-10,23,50,3,0.19876913478871477
460,2022-09-11,71,30,3,0.16793551523778566
461,2023-05-19,70,3,1,0.008571280947286698
462,2022-06-03,37,42,3,0.07207938137307111
463,2023-02-07,53,44,3,0.18531549931441402
464,2023-12-26,42,19,2,0.12690556402103698
465,2024-04-29,67,36,3,0.19377888375633626
466,2022-07-11,68,41,3,0.08828934025040047
467,2023-12-19,85,30,3,0.16232319168186146
468,2024-03-01,35,26,3,0.08845907545427395
469,2022-08-06,23,49,1,0.1927383476884641
470,2022-12-14,6,42,2,0.15784839293979902
471,2022-10-02,4,18,3,0.002641821679155343
472,2022-03-23,6,7,1,0.07245550355643858
473,2023-10-10,46,28,1,0.1820622921666157
474,2024-02-04,89,27,1,0.09622277198176375
475,2023-10-18,24,35,1,0.06677057750772353
476,2024-07-21,21,22,1,0.09183711018664815
477,2023-06-12,24,29,2,0.07769259076053277
478,2023-01-11,64,4,1,0.11593472647585253
479,2022-02-15,98,4,2,0.0893140124081594
480,2022-08-06,84,37,2,0.16272206977212691
481,2022-10-18,70,41,1,0.19613309087728492
482,2023-10-25,72,2,1,0.19164601020476413
483,2023-07-10,93,27,3,0.165277590299957
484,2022-08-24,97,32,3,0.005196200629607528
485,2023-05-05,24,19,1,0.038481772847096134
486,2022-04-24,87,20,2,0.06733184388371538
487,2023-03-28,50,37,3,0.14652301434329096
488,2023-10-12,67,29,1,0.009397176228057314
489,2023-08-06,54,20,2,0.10078460965021215
490,2022-09-08,99,33,3,0.004589689746777182
491,2023-04-10,36,22,3,0.15746406944164917
492,2023-02-18,43,25,2,0.178984160106941
493,2023-01-26,83,2,2,0.17018661416911243
494,2022-12-03,39,8,2,0.08449825281959232
495,2022-01-13,4,24,2,0.08261660330925054
496,2022-11-16,52,35,1,0.023242963089073455
497,2023-05-23,51,26,2,0.02594428423382518
498,2022-09-13,6,20,1,0.1016088566548709
499,2024-04-25,42,6,3,0.11690749413209789
500,2023-11-25,99,36,2,0.19154278667855407
501,2024-09-04,92,7,3,0.0926427211009
502,2023-11-08,4,25,1,0.008420559707526466
503,2024-06-01,51,27,3,0.1707256002410602
504,2023-03-23,13,20,2,0.002466375927981157
505,2023-09-21,64,45,3,0.16946110079985177
506,2022-03-27,38,36,3,0.04581987644518151
507,2023-03-14,30,31,1,0.17364088508296366
508,2024-07-03,25,31,3,0.028329779654867784
509,2024-07-25,28,44,3,0.02162592590333903
510,2024-01-04,79,1,2,0.09134077086611364
511,2022-04-10,10,47,2,0.011174374952208056
512,2022-08-05,81,42,1,0.14280532705042384
513,2024-08-24,78,46,2,0.14386229488815036
514,2023-12-20,48,10,3,0.12315977558659075
515,2022-12-17,53,39,2,0.16801362747837523
516,2022-02-14,52,46,3,0.113108304554769
517,2023-12-16,42,38,1,0.16505539275464295
518,2022-06-11,84,38,1,0.15658844249503842
519,2024-02-04,64,15,2,0.05704673301356644
520,2023-03-06,82,50,2,0.07772160523536663
521,2023-08-04,93,6,1,0.17326526967500017
522,2023-08-04,44,37,1,0.06317308480998417
523,2023-11-20,99,7,1,0.0008374304368955699
524,2023-09-04,89,17,1,0.19809940415451047
525,2022-07-15,72,28,1,0.10505902628508741
526,2022-09-05,65,11,1,0.08153841906948822
527,2024-07-04,47,10,3,0.08082478063489776
528,2024-06-21,17,28,3,0.1988376407464933
529,2024-08-04,58,25,3,0.09453926048875289
530,2023-11-19,56,30,2,0.10552410646394886
531,2024-08-12,38,26,3,0.04303263931706167
532,2023-08-15,12,3,3,0.08003670892724608
533,2024-05-22,47,12,3,0.071798356487198
534,2022-12-30,24,42,3,0.1839970433676166
535,2022-01-07,67,10,1,0.19909052180649778
536,2022-12-18,50,12,1,0.08050663408819399
537,2022-09-29,73,22,3,0.13037931693011656
538,2023-08-31,73,44,3,0.11389103740129738
539,2022-01-31,87,44,1,0.11396926575195265
540,2022-03-24,22,7,3,0.035361279107619284
541,2022-05-08,45,45,2,0.10090946995048873
542,2023-03-07,18,20,1,0.07328598766315315
543,2023-04-10,70,8,2,0.1709782703829107
544,2022-05-13,88,1,3,0.017983999582580634
545,2022-07-16,74,7,3,0.05255283790756431
546,2024-07-10,48,46,2,0.13878058771454813
547,2023-09-01,95,2,3,0.06683217303304126
548,2023-10-24,15,42,2,0.147379161899302
549,2022-03-12,100,36,1,0.12337499096360074
550,2022-06-12,50,26,2,0.09485047112935324
551,2024-07-20,15,6,1,0.17604909608669012
552,2023-06-24,90,25,2,0.0894387383450081
553,2023-08-28,32,7,1,0.04218689535501814
554,2024-05-30,50,46,3,0.04633567573974917
555,2022-12-22,54,9,3,0.1752297537115342
556,2022-09-12,34,4,3,0.19477601732552016
557,2022-06-10,54,18,2,0.052372332324095355
558,2024-06-18,19,15,3,0.04450918685385572
559,2024-01-16,23,1,3,0.15008770974336386
560,2022-02-26,74,42,1,0.09322389961530937
561,2023-04-15,14,1,2,0.04196483753140756
562,2022-05-15,11,37,3,0.1105510073011947
563,2024-06-17,88,2,1,0.10305148802995641
564,2022-03-14,84,49,2,0.015580142803050579
565,2024-05-02,34,12,1,0.03107884311617313
566,2024-09-11,30,45,1,0.045149256221055506
567,2023-06-06,32,7,2,0.11968698467060222
568,2022-04-09,6,13,3,0.04936681097944145
569,2022-03-21,83,29,3,0.13010535210382432
570,2023-02-07,23,34,3,0.06292509548463812
571,2023-05-18,13,40,1,0.15325068563649197
572,2022-12-06,56,49,2,0.0031222422959006346
573,2023-09-30,2,38,2,0.04279668323935724
574,2022-08-03,44,39,3,0.13302967136494642
575,2023-09-06,24,8,2,0.052515298861270154
576,2024-01-14,37,42,3,0.05878762137411511
577,2023-08-31,59,49,1,0.09702756363239995
578,2024-01-20,23,7,3,0.0818180122402433
579,2022-08-31,16,7,1,0.06797333807192663
580,2023-02-07,42,41,2,0.17286021394303022
